country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",30-03-2025 05:00,12.746998,77.813811,PM2.5,NA,NA,NA
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",30-03-2025 05:00,13.1662,80.2584,NO2,3,7,4
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",30-03-2025 05:00,13.1662,80.2584,CO,36,97,81
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",30-03-2025 05:00,13.164544,80.26285,NH3,6,6,6
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",30-03-2025 05:00,12.9533,80.2357,NH3,3,4,4
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",30-03-2025 05:00,12.9533,80.2357,OZONE,7,16,13
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",30-03-2025 05:00,13.1036,80.2909,PM2.5,30,130,69
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",30-03-2025 05:00,13.1036,80.2909,NO2,10,51,28
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",30-03-2025 05:00,13.1036,80.2909,NH3,3,5,4
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",30-03-2025 05:00,13.1036,80.2909,OZONE,6,27,13
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",30-03-2025 05:00,12.746998,77.813811,OZONE,40,40,40
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB",30-03-2025 05:00,10.96782,78.080882,NO2,6,15,10
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB",30-03-2025 05:00,10.96782,78.080882,CO,10,20,16
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",30-03-2025 05:00,10.798548,79.838212,PM2.5,37,63,50
India,TamilNadu,Namakkal,"Ponnusamy Nagar, Namakkal - TNPCB",30-03-2025 05:00,11.273992,78.163545,NH3,2,2,2
India,TamilNadu,Namakkal,"Ponnusamy Nagar, Namakkal - TNPCB",30-03-2025 05:00,11.273992,78.163545,SO2,10,21,15
India,TamilNadu,Namakkal,"Ponnusamy Nagar, Namakkal - TNPCB",30-03-2025 05:00,11.273992,78.163545,CO,6,10,7
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",30-03-2025 05:00,26.506177,77.025989,CO,10,36,27
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",30-03-2025 05:00,25.16409,75.858137,PM10,66,217,124
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",30-03-2025 05:00,25.16409,75.858137,NO2,26,161,67
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",30-03-2025 05:00,25.16409,75.858137,SO2,6,26,10
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",30-03-2025 05:00,25.196024,75.855668,CO,16,102,56
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",30-03-2025 05:00,25.14389,75.821256,NO2,14,22,17
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",30-03-2025 05:00,11.06825,79.07033,OZONE,3,31,14
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",30-03-2025 05:00,12.8777316,80.0834807,PM2.5,NA,NA,NA
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",30-03-2025 05:00,12.8777316,80.0834807,NO2,13,14,14
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",30-03-2025 05:00,12.9099161,80.1076538,OZONE,14,109,71
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",30-03-2025 05:00,13.1278,80.2642,NH3,5,11,8
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",30-03-2025 05:00,24.885261,72.857549,PM2.5,2,70,20
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",30-03-2025 05:00,26.159933,75.780517,PM10,76,177,118
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",30-03-2025 05:00,26.159933,75.780517,SO2,2,9,5
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",30-03-2025 05:00,27.33853,88.614099,PM2.5,121,181,143
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",30-03-2025 05:00,27.33853,88.614099,NH3,1,1,1
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",30-03-2025 05:00,10.423417,78.784889,NO2,12,23,16
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",30-03-2025 05:00,9.36399,78.831977,CO,14,27,25
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",30-03-2025 05:00,26.031443,76.359327,NH3,10,17,12
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",30-03-2025 05:00,27.608912,75.153302,NH3,3,10,6
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB",30-03-2025 05:00,10.681158,78.741746,SO2,8,9,9
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",30-03-2025 05:00,11.679111,78.125052,PM2.5,67,149,86
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",30-03-2025 05:00,11.679111,78.125052,NH3,3,3,3
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",30-03-2025 05:00,11.679111,78.125052,CO,35,36,35
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",30-03-2025 05:00,10.7654824,79.1389968,SO2,16,17,17
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",30-03-2025 05:00,10.7654824,79.1389968,OZONE,5,15,10
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",30-03-2025 05:00,8.816428,78.099039,PM10,49,115,68
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",30-03-2025 05:00,8.816428,78.099039,NO2,4,6,5
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",30-03-2025 05:00,10.830158,78.691849,CO,6,102,38
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",30-03-2025 05:00,17.37206,78.50864,CO,20,58,28
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",30-03-2025 05:00,17.528544,78.286195,PM10,63,74,68
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",30-03-2025 05:00,17.528544,78.286195,OZONE,NA,NA,NA
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",30-03-2025 05:00,17.4559458,78.4332152,NO2,4,31,26
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",30-03-2025 05:00,17.417094,78.457437,PM10,72,87,78
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",30-03-2025 05:00,17.417094,78.457437,NH3,3,5,4
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",30-03-2025 05:00,17.417094,78.457437,OZONE,11,15,11
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",30-03-2025 05:00,17.349694,78.451437,CO,4,18,12
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB",30-03-2025 05:00,9.559382,77.948828,PM10,68,207,99
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB",30-03-2025 05:00,9.559382,77.948828,NH3,5,6,6
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",30-03-2025 05:00,17.470431,78.566959,NO2,13,39,21
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",30-03-2025 05:00,17.470431,78.566959,CO,37,55,43
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",30-03-2025 05:00,17.5184,78.278777,CO,21,68,48
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",30-03-2025 05:00,17.5316895,78.218939,PM10,103,156,134
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",30-03-2025 05:00,17.5316895,78.218939,NO2,41,114,63
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",30-03-2025 05:00,28.685382,77.453839,PM2.5,30,78,57
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",30-03-2025 05:00,28.685382,77.453839,NO2,14,46,25
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",30-03-2025 05:00,28.685382,77.453839,NH3,4,5,5
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",30-03-2025 05:00,28.685382,77.453839,SO2,16,30,23
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",30-03-2025 05:00,28.6603346,77.3572563,NO2,9,57,32
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",30-03-2025 05:00,28.6603346,77.3572563,SO2,6,43,19
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",30-03-2025 05:00,28.6603346,77.3572563,OZONE,34,94,60
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",30-03-2025 05:00,28.47272,77.482,CO,43,60,57
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",30-03-2025 05:00,17.5316895,78.218939,SO2,1,73,14
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",30-03-2025 05:00,17.5316895,78.218939,OZONE,8,50,15
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",30-03-2025 05:00,17.393559,78.339194,PM10,70,87,76
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",30-03-2025 05:00,17.393559,78.339194,NH3,2,3,3
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",30-03-2025 05:00,17.429398,78.569354,PM2.5,30,42,33
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",30-03-2025 05:00,17.429398,78.569354,SO2,7,24,15
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",30-03-2025 05:00,17.429398,78.569354,CO,30,40,31
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",30-03-2025 05:00,17.37206,78.50864,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",30-03-2025 05:00,27.168897,78.37696,NH3,2,2,2
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",30-03-2025 05:00,27.1594,78.3953,NO2,15,15,15
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",30-03-2025 05:00,28.646233,77.358075,PM2.5,19,140,66
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",30-03-2025 05:00,28.646233,77.358075,PM10,62,129,92
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",30-03-2025 05:00,28.757294,77.278792,PM10,111,264,176
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",30-03-2025 05:00,28.757294,77.278792,SO2,11,28,20
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",30-03-2025 05:00,27.106972,78.000111,CO,10,26,25
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",30-03-2025 05:00,27.19865833,78.00598056,NO2,15,45,27
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",30-03-2025 05:00,27.19412,77.96237,PM10,NA,NA,NA
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",30-03-2025 05:00,27.19412,77.96237,NH3,2,6,4
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",30-03-2025 05:00,27.169338,78.03582,NO2,12,17,14
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",30-03-2025 05:00,28.964949,77.278761,PM2.5,38,138,67
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",30-03-2025 05:00,28.359581,79.414455,NH3,1,2,1
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",30-03-2025 05:00,28.38910936,79.42963708,SO2,24,26,25
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",30-03-2025 05:00,28.38910936,79.42963708,CO,8,18,15
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",30-03-2025 05:00,27.106972,78.000111,PM2.5,4,87,49
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",30-03-2025 05:00,27.106972,78.000111,PM10,3,81,46
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",30-03-2025 05:00,27.106972,78.000111,SO2,12,15,13
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",30-03-2025 05:00,26.906111,80.948222,OZONE,6,46,9
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",30-03-2025 05:00,26.90723,80.98579,SO2,35,38,36
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",30-03-2025 05:00,26.90723,80.98579,CO,9,21,12
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",30-03-2025 05:00,26.8458805,80.9365541,PM2.5,49,221,103
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",30-03-2025 05:00,26.8458805,80.9365541,NO2,43,71,49
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",30-03-2025 05:00,26.8458805,80.9365541,SO2,1,18,12
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",30-03-2025 05:00,26.8458805,80.9365541,CO,46,88,55
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",30-03-2025 05:00,26.8458805,80.9365541,OZONE,13,42,34
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",30-03-2025 05:00,26.83399722,80.8917361,PM2.5,66,180,100
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",30-03-2025 05:00,26.83399722,80.8917361,NO2,31,48,38
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",30-03-2025 05:00,26.83399722,80.8917361,SO2,1,36,7
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",30-03-2025 05:00,26.83399722,80.8917361,OZONE,2,80,8
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",30-03-2025 05:00,28.999264,77.7590354,PM2.5,61,258,116
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",30-03-2025 05:00,28.999264,77.7590354,NH3,5,7,6
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",30-03-2025 05:00,28.999264,77.7590354,OZONE,38,111,60
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",30-03-2025 05:00,28.557054,77.453663,SO2,6,20,11
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",30-03-2025 05:00,28.725645,77.749675,SO2,25,70,46
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",30-03-2025 05:00,25.4547,78.6039,NH3,4,4,4
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",30-03-2025 05:00,25.4547,78.6039,CO,5,40,27
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",30-03-2025 05:00,26.4703136,80.3229863,PM2.5,17,50,34
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",30-03-2025 05:00,26.4703136,80.3229863,SO2,15,19,17
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",30-03-2025 05:00,28.2348927,77.8683002,NH3,1,1,1
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",30-03-2025 05:00,29.06351,77.709723,PM10,69,150,111
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",30-03-2025 05:00,28.83526,78.7446,PM10,36,90,57
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",30-03-2025 05:00,26.766433,80.927299,PM10,110,147,126
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",30-03-2025 05:00,26.766433,80.927299,NH3,2,3,2
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",30-03-2025 05:00,26.428282,80.327067,NH3,2,2,2
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",30-03-2025 05:00,26.509954,80.249612,NH3,2,2,2
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",30-03-2025 05:00,28.840739,78.697531,PM10,40,91,57
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",30-03-2025 05:00,28.849399,78.742362,SO2,19,45,33
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",30-03-2025 05:00,30.269444,78.044167,NO2,1,5,3
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",30-03-2025 05:00,29.2124114,78.9611753,PM2.5,60,114,81
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",30-03-2025 05:00,29.2124114,78.9611753,NH3,3,7,5
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30-03-2025 05:00,30.075911,78.2859547,PM2.5,32,94,60
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30-03-2025 05:00,30.075911,78.2859547,NH3,9,11,10
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",30-03-2025 05:00,23.685297,86.945968,PM10,99,152,131
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",30-03-2025 05:00,28.802625,78.753728,SO2,22,31,24
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",30-03-2025 05:00,28.802625,78.753728,OZONE,38,86,53
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",30-03-2025 05:00,29.4723508,77.7194031,PM10,74,147,119
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",30-03-2025 05:00,29.4723508,77.7194031,NH3,7,9,8
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",30-03-2025 05:00,28.5447608,77.3231257,PM2.5,12,37,22
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",30-03-2025 05:00,28.5447608,77.3231257,SO2,23,31,26
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",30-03-2025 05:00,23.697936,86.944395,NH3,2,7,4
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",30-03-2025 05:00,23.618183,87.105718,PM2.5,32,349,139
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",30-03-2025 05:00,23.618183,87.105718,PM10,66,254,139
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",30-03-2025 05:00,23.618183,87.105718,SO2,16,77,33
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",30-03-2025 05:00,23.618183,87.105718,CO,3,104,93
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",30-03-2025 05:00,23.616515,87.119133,PM2.5,47,233,136
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",30-03-2025 05:00,25.425602,81.917152,OZONE,1,44,17
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",30-03-2025 05:00,25.44919916,81.82735986,PM10,42,157,111
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",30-03-2025 05:00,25.44919916,81.82735986,SO2,1,112,28
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",30-03-2025 05:00,28.6245479,77.3577104,PM10,104,145,123
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",30-03-2025 05:00,28.6245479,77.3577104,NO2,31,52,40
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",30-03-2025 05:00,28.5898,77.3101,NO2,10,35,23
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",30-03-2025 05:00,28.849399,78.742362,OZONE,14,149,20
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",30-03-2025 05:00,28.802625,78.753728,PM2.5,18,38,24
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",30-03-2025 05:00,28.802625,78.753728,PM10,37,91,61
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",30-03-2025 05:00,28.56923,77.393848,SO2,36,66,48
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",30-03-2025 05:00,25.425602,81.917152,PM2.5,19,72,42
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",30-03-2025 05:00,25.301778,82.996789,NO2,8,8,8
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",30-03-2025 05:00,25.301778,82.996789,NH3,1,1,1
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",30-03-2025 05:00,25.301778,82.996789,SO2,30,40,34
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",30-03-2025 05:00,25.32393,82.99687,NO2,2,2,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",30-03-2025 05:00,25.32393,82.99687,NH3,NA,NA,NA
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",30-03-2025 05:00,22.7605581,88.3617589,NH3,6,11,8
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",30-03-2025 05:00,22.7605581,88.3617589,OZONE,3,85,14
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",30-03-2025 05:00,23.567923,87.306843,NO2,9,85,38
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",30-03-2025 05:00,23.567923,87.306843,NH3,1,3,2
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",30-03-2025 05:00,23.508764,87.35444,NH3,1,3,1
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",30-03-2025 05:00,23.508764,87.35444,CO,8,109,104
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",30-03-2025 05:00,22.06047,88.109737,PM2.5,25,83,56
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",30-03-2025 05:00,22.06047,88.109737,NO2,11,27,18
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",30-03-2025 05:00,22.06047,88.109737,NH3,4,6,5
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",30-03-2025 05:00,22.554954,88.292568,SO2,4,8,5
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",30-03-2025 05:00,22.554954,88.292568,CO,20,104,27
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",30-03-2025 05:00,22.554954,88.292568,OZONE,5,91,14
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",30-03-2025 05:00,22.6025571,88.3105664,PM2.5,3,205,73
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",30-03-2025 05:00,22.6025571,88.3105664,CO,39,111,49
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",30-03-2025 05:00,22.611968,88.347422,PM10,72,219,124
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",30-03-2025 05:00,22.611968,88.347422,NO2,51,123,70
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",30-03-2025 05:00,22.611968,88.347422,CO,2,82,10
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",30-03-2025 05:00,22.5687319,88.2797276,PM2.5,93,201,133
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",30-03-2025 05:00,22.5687319,88.2797276,PM10,87,156,118
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",30-03-2025 05:00,22.5687319,88.2797276,NH3,2,6,3
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",30-03-2025 05:00,22.5687319,88.2797276,CO,17,97,36
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",30-03-2025 05:00,22.49929,88.36917,NH3,5,19,7
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",30-03-2025 05:00,22.627847,88.380669,PM10,73,275,113
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",30-03-2025 05:00,22.627847,88.380669,CO,26,44,30
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",30-03-2025 05:00,22.51106,88.35142,PM2.5,52,141,80
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",30-03-2025 05:00,22.51106,88.35142,NH3,4,24,7
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",30-03-2025 05:00,22.51106,88.35142,OZONE,11,168,16
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",30-03-2025 05:00,22.5448082,88.3403691,PM10,84,148,120
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",30-03-2025 05:00,22.5448082,88.3403691,NO2,28,52,33
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",30-03-2025 05:00,22.5448082,88.3403691,CO,14,101,28
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",30-03-2025 05:00,26.6879226,88.4152495,PM10,106,315,149
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",30-03-2025 05:00,26.071318,91.87488,SO2,23,31,29
India,Assam,Guwahati,"IITG, Guwahati - PCBA",30-03-2025 05:00,26.2028636,91.70046436,NH3,5,5,5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",30-03-2025 05:00,26.2028636,91.70046436,OZONE,3,25,12
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",30-03-2025 05:00,26.10887,91.589544,PM2.5,133,308,219
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",30-03-2025 05:00,26.1875,91.744194,CO,20,50,34
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",30-03-2025 05:00,26.181742,91.78063,CO,36,76,45
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",30-03-2025 05:00,26.349082,92.68449,NO2,4,18,9
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",30-03-2025 05:00,26.349082,92.68449,NH3,3,4,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",30-03-2025 05:00,26.446912,91.439057,PM2.5,NA,NA,NA
